#Posizione iniziale-->2
#Velocita' iniziale-->1
#Costante elastica-->6
#Massa oscillante-->2
#Tempo massimo di integrazione-->100
#Pulsazione al quadrato-->3
#Primo passo di tempo su cui si integra-->0.01
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE/Eo 5:E
50.37 2.35305 6.50295 3.53069 58.8989
50.38 2.41808 6.43236 3.53205 58.9166
50.39 2.4824 6.35982 3.5334 58.9343
50.4 2.546 6.28534 3.53476 58.9519
50.41 2.60886 6.20896 3.53613 58.9696
50.42 2.67095 6.1307 3.53749 58.9873
50.43 2.73225 6.05057 3.53885 59.005
50.44 2.79276 5.9686 3.54021 59.0227
50.45 2.85244 5.88482 3.54157 59.0404
50.46 2.91129 5.79925 3.54293 59.0581
50.47 2.96929 5.71191 3.5443 59.0759
50.48 3.0264 5.62283 3.54566 59.0936
50.49 3.08263 5.53204 3.54702 59.1113
50.5 3.13795 5.43956 3.54839 59.129
50.51 3.19235 5.34542 3.54975 59.1468
50.52 3.2458 5.24965 3.55112 59.1645
50.53 3.2983 5.15228 3.55248 59.1823
50.54 3.34982 5.05333 3.55385 59.2
50.55 3.40036 4.95283 3.55521 59.2178
50.56 3.44988 4.85082 3.55658 59.2356
50.57 3.49839 4.74732 3.55795 59.2533
50.58 3.54586 4.64237 3.55932 59.2711
50.59 3.59229 4.536 3.56068 59.2889
50.6 3.63765 4.42823 3.56205 59.3067
50.61 3.68193 4.3191 3.56342 59.3245
50.62 3.72512 4.20864 3.56479 59.3423
50.63 3.76721 4.09689 3.56616 59.3601
50.64 3.80818 3.98387 3.56753 59.3779
50.65 3.84802 3.86963 3.5689 59.3957
50.66 3.88671 3.75418 3.57027 59.4135
50.67 3.92425 3.63758 3.57164 59.4313
50.68 3.96063 3.51986 3.57301 59.4492
50.69 3.99583 3.40104 3.57438 59.467
50.7 4.02984 3.28116 3.57576 59.4848
50.71 4.06265 3.16027 3.57713 59.5027
50.72 4.09425 3.03839 3.5785 59.5205
50.73 4.12464 2.91556 3.57988 59.5384
50.74 4.15379 2.79182 3.58125 59.5562
50.75 4.18171 2.66721 3.58262 59.5741
50.76 4.20838 2.54176 3.584 59.592
50.77 4.2338 2.4155 3.58537 59.6099
50.78 4.25796 2.28849 3.58675 59.6277
50.79 4.28084 2.16075 3.58813 59.6456
50.8 4.30245 2.03233 3.5895 59.6635
50.81 4.32277 1.90325 3.59088 59.6814
50.82 4.3418 1.77357 3.59226 59.6993
50.83 4.35954 1.64332 3.59363 59.7172
50.84 4.37597 1.51253 3.59501 59.7351
50.85 4.3911 1.38125 3.59639 59.7531
50.86 4.40491 1.24952 3.59777 59.771
50.87 4.41741 1.11737 3.59915 59.7889
50.88 4.42858 0.984848 3.60053 59.8069
50.89 4.43843 0.851991 3.60191 59.8248
50.9 4.44695 0.718838 3.60329 59.8428
50.91 4.45414 0.585429 3.60467 59.8607
50.92 4.45999 0.451805 3.60605 59.8787
50.93 4.46451 0.318006 3.60743 59.8966
50.94 4.46769 0.18407 3.60882 59.9146
50.95 4.46953 0.0500396 3.6102 59.9326
50.96 4.47003 -0.0840462 3.61158 59.9506
50.97 4.46919 -0.218147 3.61296 59.9685
50.98 4.46701 -0.352223 3.61435 59.9865
50.99 4.46349 -0.486233 3.61573 60.0045
51 4.45862 -0.620138 3.61712 60.0225
51.01 4.45242 -0.753896 3.6185 60.0405
51.02 4.44488 -0.887469 3.61989 60.0585
51.03 4.43601 -1.02082 3.62127 60.0766
51.04 4.4258 -1.1539 3.62266 60.0946
51.05 4.41426 -1.28667 3.62405 60.1126
51.06 4.40139 -1.4191 3.62543 60.1306
51.07 4.3872 -1.55114 3.62682 60.1487
51.08 4.37169 -1.68276 3.62821 60.1667
51.09 4.35486 -1.81391 3.6296 60.1848
51.1 4.33673 -1.94455 3.63099 60.2028
51.11 4.31728 -2.07465 3.63238 60.2209
51.12 4.29653 -2.20417 3.63377 60.239
51.13 4.27449 -2.33307 3.63516 60.257
51.14 4.25116 -2.4613 3.63655 60.2751
51.15 4.22655 -2.58884 3.63794 60.2932
51.16 4.20066 -2.71563 3.63933 60.3113
51.17 4.1735 -2.84165 3.64072 60.3294
51.18 4.14509 -2.96686 3.64211 60.3475
51.19 4.11542 -3.09121 3.64351 60.3656
51.2 4.08451 -3.21467 3.6449 60.3837
51.21 4.05236 -3.33721 3.64629 60.4018
51.22 4.01899 -3.45878 3.64769 60.4199
51.23 3.9844 -3.57935 3.64908 60.438
51.24 3.94861 -3.69888 3.65048 60.4562
51.25 3.91162 -3.81734 3.65187 60.4743
51.26 3.87344 -3.93469 3.65327 60.4925
51.27 3.8341 -4.05089 3.65466 60.5106
51.28 3.79359 -4.16591 3.65606 60.5288
51.29 3.75193 -4.27972 3.65746 60.5469
51.3 3.70913 -4.39228 3.65885 60.5651
51.31 3.66521 -4.50355 3.66025 60.5833
51.32 3.62017 -4.61351 3.66165 60.6014
51.33 3.57404 -4.72212 3.66305 60.6196
51.34 3.52682 -4.82934 3.66445 60.6378
51.35 3.47852 -4.93514 3.66585 60.656
51.36 3.42917 -5.0395 3.66724 60.6742
51.37 3.37878 -5.14237 3.66865 60.6924
51.38 3.32735 -5.24374 3.67005 60.7106
51.39 3.27492 -5.34356 3.67145 60.7288
51.4 3.22148 -5.4418 3.67285 60.747
51.41 3.16706 -5.53845 3.67425 60.7652
51.42 3.11168 -5.63346 3.67565 60.7835
51.43 3.05534 -5.72681 3.67705 60.8017
51.44 2.99807 -5.81847 3.67846 60.82
51.45 2.93989 -5.90841 3.67986 60.8382
51.46 2.88081 -5.99661 3.68127 60.8565
51.47 2.82084 -6.08303 3.68267 60.8747
51.48 2.76001 -6.16766 3.68407 60.893
51.49 2.69833 -6.25046 3.68548 60.9112
51.5 2.63583 -6.33141 3.68689 60.9295
51.51 2.57251 -6.41048 3.68829 60.9478
51.52 2.50841 -6.48766 3.6897 60.9661
51.53 2.44353 -6.56291 3.6911 60.9844
51.54 2.3779 -6.63622 3.69251 61.0027
51.55 2.31154 -6.70755 3.69392 61.021
51.56 2.24447 -6.7769 3.69533 61.0393
51.57 2.1767 -6.84423 3.69674 61.0576
51.58 2.10825 -6.90954 3.69815 61.0759
51.59 2.03916 -6.97278 3.69956 61.0942
51.6 1.96943 -7.03396 3.70097 61.1125
51.61 1.89909 -7.09304 3.70238 61.1309
51.62 1.82816 -7.15001 3.70379 61.1492
51.63 1.75666 -7.20486 3.7052 61.1676
51.64 1.68461 -7.25756 3.70661 61.1859
51.65 1.61204 -7.3081 3.70802 61.2043
51.66 1.53896 -7.35646 3.70943 61.2226
51.67 1.46539 -7.40263 3.71085 61.241
51.68 1.39137 -7.44659 3.71226 61.2594
51.69 1.3169 -7.48833 3.71367 61.2777
51.7 1.24202 -7.52784 3.71509 61.2961
51.71 1.16674 -7.5651 3.7165 61.3145
51.72 1.09109 -7.6001 3.71792 61.3329
51.73 1.01509 -7.63283 3.71933 61.3513
51.74 0.938758 -7.66328 3.72075 61.3697
51.75 0.862125 -7.69145 3.72216 61.3881
51.76 0.78521 -7.71731 3.72358 61.4065
51.77 0.708037 -7.74087 3.725 61.425
51.78 0.630629 -7.76211 3.72642 61.4434
51.79 0.553008 -7.78103 3.72783 61.4618
51.8 0.475197 -7.79762 3.72925 61.4803
51.81 0.397221 -7.81187 3.73067 61.4987
51.82 0.319102 -7.82379 3.73209 61.5172
51.83 0.240865 -7.83336 3.73351 61.5356
51.84 0.162531 -7.84059 3.73493 61.5541
51.85 0.084125 -7.84546 3.73635 61.5725
51.86 0.00567036 -7.84799 3.73777 61.591
51.87 -0.0728095 -7.84816 3.73919 61.6095
51.88 -0.151291 -7.84597 3.74061 61.628
51.89 -0.229751 -7.84144 3.74204 61.6465
51.9 -0.308165 -7.83454 3.74346 61.665
51.91 -0.386511 -7.8253 3.74488 61.6835
51.92 -0.464764 -7.8137 3.7463 61.702
51.93 -0.542901 -7.79976 3.74773 61.7205
51.94 -0.620898 -7.78347 3.74915 61.739
51.95 -0.698733 -7.76485 3.75058 61.7575
51.96 -0.776381 -7.74388 3.752 61.776
51.97 -0.85382 -7.72059 3.75343 61.7946
51.98 -0.931026 -7.69498 3.75485 61.8131
51.99 -1.00798 -7.66705 3.75628 61.8317
52 -1.08465 -7.63681 3.75771 61.8502
52.01 -1.16101 -7.60427 3.75914 61.8688
52.02 -1.23706 -7.56944 3.76056 61.8873
52.03 -1.31275 -7.53233 3.76199 61.9059
52.04 -1.38807 -7.49294 3.76342 61.9245
52.05 -1.463 -7.4513 3.76485 61.943
52.06 -1.53752 -7.40741 3.76628 61.9616
52.07 -1.61159 -7.36129 3.76771 61.9802
52.08 -1.6852 -7.31294 3.76914 61.9988
52.09 -1.75833 -7.26238 3.77057 62.0174
52.1 -1.83096 -7.20963 3.772 62.036
52.11 -1.90305 -7.1547 3.77343 62.0546
52.12 -1.9746 -7.09761 3.77486 62.0732
52.13 -2.04558 -7.03837 3.7763 62.0919
52.14 -2.11596 -6.97701 3.77773 62.1105
52.15 -2.18573 -6.91353 3.77916 62.1291
52.16 -2.25487 -6.84796 3.7806 62.1478
52.17 -2.32335 -6.78031 3.78203 62.1664
52.18 -2.39115 -6.71061 3.78347 62.185
52.19 -2.45825 -6.63887 3.7849 62.2037
52.2 -2.52464 -6.56513 3.78634 62.2224
52.21 -2.59029 -6.48939 3.78777 62.241
52.22 -2.65519 -6.41168 3.78921 62.2597
52.23 -2.71931 -6.33202 3.79064 62.2784
52.24 -2.78263 -6.25044 3.79208 62.2971
52.25 -2.84513 -6.16697 3.79352 62.3158
52.26 -2.9068 -6.08161 3.79496 62.3344
52.27 -2.96762 -5.99441 3.7964 62.3531
52.28 -3.02756 -5.90538 3.79784 62.3719
52.29 -3.08661 -5.81455 3.79927 62.3906
52.3 -3.14476 -5.72195 3.80071 62.4093
52.31 -3.20198 -5.62761 3.80215 62.428
52.32 -3.25825 -5.53155 3.8036 62.4467
52.33 -3.31357 -5.4338 3.80504 62.4655
52.34 -3.36791 -5.3344 3.80648 62.4842
52.35 -3.42125 -5.23336 3.80792 62.503
52.36 -3.47359 -5.13072 3.80936 62.5217
52.37 -3.52489 -5.02651 3.8108 62.5405
52.38 -3.57516 -4.92077 3.81225 62.5592
52.39 -3.62437 -4.81351 3.81369 62.578
52.4 -3.6725 -4.70478 3.81514 62.5968
52.41 -3.71955 -4.59461 3.81658 62.6155
52.42 -3.7655 -4.48302 3.81803 62.6343
52.43 -3.81033 -4.37006 3.81947 62.6531
52.44 -3.85403 -4.25575 3.82092 62.6719
52.45 -3.89658 -4.14012 3.82236 62.6907
52.46 -3.93798 -4.02323 3.82381 62.7095
52.47 -3.97822 -3.90509 3.82526 62.7283
52.48 -4.01727 -3.78574 3.8267 62.7472
52.49 -4.05513 -3.66522 3.82815 62.766
52.5 -4.09178 -3.54357 3.8296 62.7848
52.51 -4.12721 -3.42082 3.83105 62.8036
52.52 -4.16142 -3.297 3.8325 62.8225
52.53 -4.19439 -3.17216 3.83395 62.8413
52.54 -4.22611 -3.04633 3.8354 62.8602
52.55 -4.25658 -2.91954 3.83685 62.879
52.56 -4.28577 -2.79184 3.8383 62.8979
52.57 -4.31369 -2.66327 3.83975 62.9168
52.58 -4.34032 -2.53386 3.8412 62.9357
52.59 -4.36566 -2.40365 3.84266 62.9545
52.6 -4.3897 -2.27268 3.84411 62.9734
52.61 -4.41242 -2.14099 3.84556 62.9923
52.62 -4.43383 -2.00862 3.84702 63.0112
52.63 -4.45392 -1.8756 3.84847 63.0301
52.64 -4.47268 -1.74199 3.84992 63.049
52.65 -4.4901 -1.6078 3.85138 63.0679
52.66 -4.50617 -1.4731 3.85284 63.0869
52.67 -4.52091 -1.33792 3.85429 63.1058
52.68 -4.53428 -1.20229 3.85575 63.1247
52.69 -4.54631 -1.06626 3.8572 63.1437
52.7 -4.55697 -0.929872 3.85866 63.1626
52.71 -4.56627 -0.793163 3.86012 63.1815
52.72 -4.5742 -0.656175 3.86158 63.2005
52.73 -4.58076 -0.518949 3.86304 63.2195
52.74 -4.58595 -0.381526 3.86449 63.2384
52.75 -4.58977 -0.243947 3.86595 63.2574
52.76 -4.59221 -0.106254 3.86741 63.2764
52.77 -4.59327 0.031512 3.86887 63.2954
52.78 -4.59295 0.16931 3.87033 63.3143
52.79 -4.59126 0.307099 3.8718 63.3333
52.8 -4.58819 0.444836 3.87326 63.3523
52.81 -4.58374 0.582482 3.87472 63.3713
52.82 -4.57792 0.719994 3.87618 63.3904
52.83 -4.57072 0.857332 3.87764 63.4094
52.84 -4.56214 0.994453 3.87911 63.4284
52.85 -4.5522 1.13132 3.88057 63.4474
52.86 -4.54089 1.26788 3.88204 63.4665
52.87 -4.52821 1.40411 3.8835 63.4855
52.88 -4.51417 1.53996 3.88496 63.5045
52.89 -4.49877 1.67538 3.88643 63.5236
52.9 -4.48201 1.81034 3.8879 63.5427
52.91 -4.46391 1.9448 3.88936 63.5617
52.92 -4.44446 2.07872 3.89083 63.5808
52.93 -4.42367 2.21206 3.8923 63.5999
52.94 -4.40155 2.34477 3.89376 63.6189
52.95 -4.37811 2.47681 3.89523 63.638
52.96 -4.35334 2.60816 3.8967 63.6571
52.97 -4.32726 2.73876 3.89817 63.6762
52.98 -4.29987 2.86857 3.89964 63.6953
52.99 -4.27118 2.99757 3.90111 63.7144
53 -4.24121 3.12571 3.90258 63.7335
53.01 -4.20995 3.25294 3.90405 63.7527
53.02 -4.17742 3.37924 3.90552 63.7718
53.03 -4.14363 3.50456 3.90699 63.7909
53.04 -4.10858 3.62887 3.90847 63.8101
53.05 -4.07229 3.75213 3.90994 63.8292
53.06 -4.03477 3.8743 3.91141 63.8483
53.07 -3.99603 3.99534 3.91288 63.8675
53.08 -3.95608 4.11522 3.91436 63.8867
53.09 -3.91492 4.2339 3.91583 63.9058
53.1 -3.87258 4.35135 3.91731 63.925
53.11 -3.82907 4.46753 3.91878 63.9442
53.12 -3.7844 4.5824 3.92026 63.9634
53.13 -3.73857 4.69593 3.92173 63.9825
53.14 -3.69161 4.80809 3.92321 64.0017
53.15 -3.64353 4.91884 3.92469 64.0209
53.16 -3.59434 5.02814 3.92617 64.0401
53.17 -3.54406 5.13597 3.92764 64.0594
53.18 -3.4927 5.2423 3.92912 64.0786
53.19 -3.44028 5.34708 3.9306 64.0978
53.2 -3.38681 5.45029 3.93208 64.117
53.21 -3.33231 5.55189 3.93356 64.1363
53.22 -3.27679 5.65186 3.93504 64.1555
53.23 -3.22027 5.75016 3.93652 64.1748
53.24 -3.16277 5.84677 3.938 64.194
53.25 -3.1043 5.94165 3.93948 64.2133
53.26 -3.04488 6.03478 3.94096 64.2325
53.27 -2.98453 6.12613 3.94245 64.2518
53.28 -2.92327 6.21567 3.94393 64.2711
53.29 -2.86112 6.30336 3.94541 64.2904
53.3 -2.79808 6.3892 3.9469 64.3096
53.31 -2.73419 6.47314 3.94838 64.3289
53.32 -2.66946 6.55517 3.94986 64.3482
53.33 -2.60391 6.63525 3.95135 64.3675
53.34 -2.53756 6.71337 3.95283 64.3868
53.35 -2.47042 6.78949 3.95432 64.4062
53.36 -2.40253 6.86361 3.95581 64.4255
53.37 -2.33389 6.93568 3.95729 64.4448
53.38 -2.26453 7.0057 3.95878 64.4641
53.39 -2.19448 7.07363 3.96027 64.4835
53.4 -2.12374 7.13947 3.96176 64.5028
53.41 -2.05235 7.20318 3.96324 64.5222
53.42 -1.98031 7.26475 3.96473 64.5415
53.43 -1.90767 7.32416 3.96622 64.5609
53.44 -1.83442 7.38139 3.96771 64.5803
53.45 -1.76061 7.43642 3.9692 64.5996
53.46 -1.68625 7.48924 3.97069 64.619
53.47 -1.61135 7.53983 3.97219 64.6384
53.48 -1.53596 7.58817 3.97368 64.6578
53.49 -1.46007 7.63425 3.97517 64.6772
53.5 -1.38373 7.67805 3.97666 64.6966
53.51 -1.30695 7.71956 3.97815 64.716
53.52 -1.22976 7.75877 3.97965 64.7354
53.53 -1.15217 7.79566 3.98114 64.7548
53.54 -1.07421 7.83023 3.98264 64.7743
53.55 -0.995909 7.86246 3.98413 64.7937
53.56 -0.917284 7.89233 3.98563 64.8131
53.57 -0.838361 7.91985 3.98712 64.8326
53.58 -0.759162 7.945 3.98862 64.852
53.59 -0.679712 7.96778 3.99011 64.8715
53.6 -0.600035 7.98817 3.99161 64.891
53.61 -0.520153 8.00617 3.99311 64.9104
53.62 -0.440091 8.02177 3.99461 64.9299
53.63 -0.359874 8.03498 3.99611 64.9494
53.64 -0.279524 8.04577 3.9976 64.9689
53.65 -0.199066 8.05416 3.9991 64.9883
53.66 -0.118524 8.06013 4.0006 65.0078
53.67 -0.0379232 8.06369 4.0021 65.0273
53.68 0.0427137 8.06482 4.0036 65.0469
53.69 0.123362 8.06354 4.00511 65.0664
53.7 0.203997 8.05984 4.00661 65.0859
53.71 0.284596 8.05372 4.00811 65.1054
53.72 0.365133 8.04518 4.00961 65.1249
53.73 0.445585 8.03423 4.01111 65.1445
53.74 0.525927 8.02086 4.01262 65.164
53.75 0.606136 8.00508 4.01412 65.1836
53.76 0.686187 7.9869 4.01563 65.2031
53.77 0.766056 7.96631 4.01713 65.2227
53.78 0.845719 7.94333 4.01864 65.2423
53.79 0.925152 7.91796 4.02014 65.2618
53.8 1.00433 7.89021 4.02165 65.2814
53.81 1.08323 7.86008 4.02315 65.301
53.82 1.16183 7.82758 4.02466 65.3206
53.83 1.24011 7.79272 4.02617 65.3402
53.84 1.31804 7.75552 4.02768 65.3598
53.85 1.39559 7.71598 4.02918 65.3794
53.86 1.47275 7.67411 4.03069 65.399
53.87 1.54949 7.62993 4.0322 65.4186
53.88 1.62579 7.58345 4.03371 65.4382
53.89 1.70163 7.53467 4.03522 65.4579
53.9 1.77697 7.48362 4.03673 65.4775
53.91 1.85181 7.43031 4.03824 65.4972
53.92 1.92611 7.37476 4.03975 65.5168
53.93 1.99986 7.31698 4.04127 65.5365
53.94 2.07303 7.25698 4.04278 65.5561
53.95 2.1456 7.19479 4.04429 65.5758
53.96 2.21755 7.13042 4.04581 65.5955
53.97 2.28885 7.06389 4.04732 65.6151
53.98 2.35949 6.99523 4.04883 65.6348
53.99 2.42944 6.92444 4.05035 65.6545
54 2.49869 6.85156 4.05186 65.6742
54.01 2.5672 6.7766 4.05338 65.6939
54.02 2.63497 6.69958 4.05489 65.7136
54.03 2.70197 6.62053 4.05641 65.7333
54.04 2.76817 6.53948 4.05793 65.7531
54.05 2.83357 6.45643 4.05945 65.7728
54.06 2.89813 6.37142 4.06096 65.7925
54.07 2.96184 6.28448 4.06248 65.8123
54.08 3.02469 6.19562 4.064 65.832
54.09 3.08665 6.10488 4.06552 65.8517
54.1 3.14769 6.01228 4.06704 65.8715
54.11 3.20782 5.91785 4.06856 65.8913
54.12 3.267 5.82162 4.07008 65.911
54.13 3.32521 5.72361 4.0716 65.9308
54.14 3.38245 5.62385 4.07312 65.9506
54.15 3.43869 5.52238 4.07464 65.9704
54.16 3.49391 5.41922 4.07617 65.9902
54.17 3.5481 5.3144 4.07769 66.01
54.18 3.60125 5.20796 4.07921 66.0298
54.19 3.65333 5.09992 4.08074 66.0496
54.2 3.70433 4.99032 4.08226 66.0694
54.21 3.75423 4.87919 4.08379 66.0892
54.22 3.80302 4.76656 4.08531 66.109
54.23 3.85069 4.65247 4.08684 66.1289
54.24 3.89721 4.53695 4.08836 66.1487
54.25 3.94258 4.42004 4.08989 66.1686
54.26 3.98678 4.30176 4.09142 66.1884
54.27 4.0298 4.18216 4.09294 66.2083
54.28 4.07162 4.06126 4.09447 66.2281
54.29 4.11223 3.93911 4.096 66.248
54.3 4.15162 3.81575 4.09753 66.2679
54.31 4.18978 3.6912 4.09906 66.2877
54.32 4.22669 3.5655 4.10059 66.3076
54.33 4.26235 3.4387 4.10212 66.3275
54.34 4.29674 3.31083 4.10365 66.3474
54.35 4.32984 3.18193 4.10518 66.3673
54.36 4.36166 3.05204 4.10671 66.3872
54.37 4.39218 2.92119 4.10824 66.4072
54.38 4.4214 2.78942 4.10977 66.4271
54.39 4.44929 2.65678 4.11131 66.447
54.4 4.47586 2.5233 4.11284 66.4669
54.41 4.50109 2.38902 4.11438 66.4869
54.42 4.52498 2.25399 4.11591 66.5068
54.43 4.54752 2.11824 4.11744 66.5268
54.44 4.5687 1.98182 4.11898 66.5467
54.45 4.58852 1.84476 4.12052 66.5667
54.46 4.60697 1.7071 4.12205 66.5867
54.47 4.62404 1.56889 4.12359 66.6066
54.48 4.63973 1.43017 4.12512 66.6266
54.49 4.65403 1.29098 4.12666 66.6466
54.5 4.66694 1.15136 4.1282 66.6666
54.51 4.67845 1.01135 4.12974 66.6866
54.52 4.68857 0.870995 4.13128 66.7066
54.53 4.69728 0.730338 4.13282 66.7266
54.54 4.70458 0.58942 4.13436 66.7466
54.55 4.71047 0.448282 4.1359 66.7667
54.56 4.71496 0.306968 4.13744 66.7867
54.57 4.71803 0.16552 4.13898 66.8067
54.58 4.71968 0.0239787 4.14052 66.8268
54.59 4.71992 -0.117612 4.14206 66.8468
54.6 4.71875 -0.259209 4.14361 66.8669
54.61 4.71615 -0.400772 4.14515 66.8869
54.62 4.71215 -0.542256 4.14669 66.907
54.63 4.70672 -0.683621 4.14824 66.9271
54.64 4.69989 -0.824822 4.14978 66.9472
54.65 4.69164 -0.965819 4.15133 66.9672
54.66 4.68198 -1.10657 4.15287 66.9873
54.67 4.67092 -1.24703 4.15442 67.0074
54.68 4.65844 -1.38716 4.15596 67.0275
54.69 4.64457 -1.52691 4.15751 67.0476
54.7 4.6293 -1.66625 4.15906 67.0677
54.71 4.61264 -1.80512 4.16061 67.0879
54.72 4.59459 -1.9435 4.16215 67.108
54.73 4.57516 -2.08134 4.1637 67.1281
54.74 4.55434 -2.2186 4.16525 67.1483
54.75 4.53216 -2.35523 4.1668 67.1684
54.76 4.5086 -2.49119 4.16835 67.1886
54.77 4.48369 -2.62645 4.1699 67.2087
54.78 4.45743 -2.76096 4.17145 67.2289
54.79 4.42982 -2.89468 4.173 67.249
54.8 4.40087 -3.02758 4.17456 67.2692
54.81 4.3706 -3.1596 4.17611 67.2894
54.82 4.339 -3.29072 4.17766 67.3096
54.83 4.30609 -3.42089 4.17921 67.3298
54.84 4.27188 -3.55007 4.18077 67.35
54.85 4.23638 -3.67823 4.18232 67.3702
54.86 4.1996 -3.80532 4.18388 67.3904
54.87 4.16155 -3.93131 4.18543 67.4106
54.88 4.12223 -4.05616 4.18699 67.4308
54.89 4.08167 -4.17982 4.18854 67.4511
54.9 4.03987 -4.30227 4.1901 67.4713
54.91 3.99685 -4.42347 4.19166 67.4915
54.92 3.95262 -4.54338 4.19321 67.5118
54.93 3.90718 -4.66195 4.19477 67.532
54.94 3.86056 -4.77917 4.19633 67.5523
54.95 3.81277 -4.89499 4.19789 67.5726
54.96 3.76382 -5.00937 4.19945 67.5928
54.97 3.71373 -5.12228 4.20101 67.6131
54.98 3.66251 -5.2337 4.20257 67.6334
54.99 3.61017 -5.34357 4.20413 67.6537
55 3.55673 -5.45188 4.20569 67.674
55.01 3.50221 -5.55858 4.20725 67.6943
55.02 3.44663 -5.66364 4.20882 67.7146
55.03 3.38999 -5.76704 4.21038 67.7349
55.04 3.33232 -5.86874 4.21194 67.7552
55.05 3.27363 -5.96871 4.2135 67.7756
55.06 3.21395 -6.06692 4.21507 67.7959
55.07 3.15328 -6.16334 4.21663 67.8162
55.08 3.09164 -6.25794 4.2182 67.8366
55.09 3.02906 -6.35069 4.21976 67.8569
55.1 2.96556 -6.44156 4.22133 67.8773
55.11 2.90114 -6.53053 4.2229 67.8976
55.12 2.83584 -6.61756 4.22446 67.918
55.13 2.76966 -6.70264 4.22603 67.9384
55.14 2.70263 -6.78573 4.2276 67.9588
55.15 2.63478 -6.8668 4.22917 67.9792
55.16 2.56611 -6.94585 4.23074 67.9996
55.17 2.49665 -7.02283 4.2323 68.02
55.18 2.42642 -7.09773 4.23387 68.0404
55.19 2.35545 -7.17052 4.23544 68.0608
55.2 2.28374 -7.24119 4.23701 68.0812
55.21 2.21133 -7.3097 4.23859 68.1016
55.22 2.13823 -7.37604 4.24016 68.122
55.23 2.06447 -7.44019 4.24173 68.1425
55.24 1.99007 -7.50212 4.2433 68.1629
55.25 1.91505 -7.56182 4.24488 68.1834
55.26 1.83943 -7.61927 4.24645 68.2038
55.27 1.76324 -7.67446 4.24802 68.2243
55.28 1.68649 -7.72735 4.2496 68.2448
55.29 1.60922 -7.77795 4.25117 68.2652
55.3 1.53144 -7.82622 4.25275 68.2857
55.31 1.45318 -7.87217 4.25432 68.3062
55.32 1.37446 -7.91576 4.2559 68.3267
55.33 1.2953 -7.957 4.25748 68.3472
55.34 1.21573 -7.99586 4.25905 68.3677
55.35 1.13577 -8.03233 4.26063 68.3882
55.36 1.05545 -8.0664 4.26221 68.4087
55.37 0.974782 -8.09806 4.26379 68.4292
55.38 0.893801 -8.12731 4.26537 68.4498
55.39 0.812528 -8.15412 4.26695 68.4703
55.4 0.730987 -8.1785 4.26853 68.4908
55.41 0.649202 -8.20043 4.27011 68.5114
55.42 0.567198 -8.2199 4.27169 68.5319
55.43 0.484999 -8.23692 4.27327 68.5525
55.44 0.402629 -8.25147 4.27485 68.5731
55.45 0.320115 -8.26355 4.27643 68.5936
55.46 0.237479 -8.27315 4.27802 68.6142
55.47 0.154748 -8.28028 4.2796 68.6348
55.48 0.0719449 -8.28492 4.28118 68.6554
55.49 -0.0109043 -8.28708 4.28277 68.676
55.5 -0.093775 -8.28675 4.28435 68.6966
55.51 -0.176643 -8.28394 4.28594 68.7172
55.52 -0.259482 -8.27864 4.28752 68.7378
55.53 -0.342268 -8.27085 4.28911 68.7584
55.54 -0.424977 -8.26058 4.2907 68.7791
55.55 -0.507583 -8.24784 4.29228 68.7997
55.56 -0.590061 -8.23261 4.29387 68.8203
55.57 -0.672387 -8.21491 4.29546 68.841
55.58 -0.754536 -8.19473 4.29705 68.8616
55.59 -0.836483 -8.1721 4.29864 68.8823
55.6 -0.918204 -8.147 4.30023 68.903
55.61 -0.999674 -8.11946 4.30182 68.9236
55.62 -1.08087 -8.08947 4.30341 68.9443
55.63 -1.16176 -8.05704 4.305 68.965
55.64 -1.24233 -8.02219 4.30659 68.9857
55.65 -1.32256 -7.98492 4.30818 69.0064
55.66 -1.40241 -7.94524 4.30978 69.0271
55.67 -1.48186 -7.90317 4.31137 69.0478
55.68 -1.56089 -7.85871 4.31296 69.0685
55.69 -1.63948 -7.81189 4.31456 69.0892
55.7 -1.7176 -7.7627 4.31615 69.11
55.71 -1.79522 -7.71117 4.31775 69.1307
55.72 -1.87233 -7.65732 4.31934 69.1514
55.73 -1.94891 -7.60115 4.32094 69.1722
55.74 -2.02492 -7.54268 4.32253 69.1929
55.75 -2.10035 -7.48193 4.32413 69.2137
55.76 -2.17516 -7.41892 4.32573 69.2344
55.77 -2.24935 -7.35367 4.32732 69.2552
55.78 -2.32289 -7.28619 4.32892 69.276
55.79 -2.39575 -7.2165 4.33052 69.2968
55.8 -2.46792 -7.14463 4.33212 69.3176
55.81 -2.53936 -7.07059 4.33372 69.3384
55.82 -2.61007 -6.99441 4.33532 69.3592
55.83 -2.68001 -6.91611 4.33692 69.38
55.84 -2.74918 -6.83571 4.33852 69.4008
55.85 -2.81753 -6.75323 4.34012 69.4216
55.86 -2.88506 -6.66871 4.34173 69.4424
55.87 -2.95175 -6.58215 4.34333 69.4633
55.88 -3.01757 -6.4936 4.34493 69.4841
55.89 -3.08251 -6.40307 4.34653 69.5049
55.9 -3.14654 -6.3106 4.34814 69.5258
55.91 -3.20965 -6.2162 4.34974 69.5467
55.92 -3.27181 -6.11991 4.35135 69.5675
55.93 -3.33301 -6.02176 4.35295 69.5884
