#Posizione iniziale-->2
#Velocita' iniziale-->1
#Costante elastica-->6
#Massa oscillante-->2
#Tempo massimo di integrazione-->100
#Pulsazione al quadrato-->3
#Primo passo di tempo su cui si integra-->0.01
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE/Eo 5:E
55.94 -3.39322 -5.92177 4.35456 69.6093
55.95 -3.45244 -5.81997 4.35617 69.6301
55.96 -3.51064 -5.7164 4.35777 69.651
55.97 -3.56781 -5.61108 4.35938 69.6719
55.98 -3.62392 -5.50405 4.36099 69.6928
55.99 -3.67896 -5.39533 4.3626 69.7137
56 -3.73291 -5.28496 4.3642 69.7347
56.01 -3.78576 -5.17297 4.36581 69.7556
56.02 -3.83749 -5.0594 4.36742 69.7765
56.03 -3.88808 -4.94427 4.36903 69.7974
56.04 -3.93753 -4.82763 4.37064 69.8184
56.05 -3.9858 -4.70951 4.37226 69.8393
56.06 -4.0329 -4.58993 4.37387 69.8603
56.07 -4.0788 -4.46895 4.37548 69.8812
56.08 -4.12349 -4.34658 4.37709 69.9022
56.09 -4.16695 -4.22288 4.37871 69.9232
56.1 -4.20918 -4.09787 4.38032 69.9441
56.11 -4.25016 -3.97159 4.38193 69.9651
56.12 -4.28988 -3.84409 4.38355 69.9861
56.13 -4.32832 -3.71539 4.38516 70.0071
56.14 -4.36547 -3.58554 4.38678 70.0281
56.15 -4.40133 -3.45458 4.38839 70.0491
56.16 -4.43587 -3.32254 4.39001 70.0701
56.17 -4.4691 -3.18946 4.39163 70.0912
56.18 -4.50099 -3.05539 4.39324 70.1122
56.19 -4.53155 -2.92036 4.39486 70.1332
56.2 -4.56075 -2.78441 4.39648 70.1543
56.21 -4.58859 -2.64759 4.3981 70.1753
56.22 -4.61507 -2.50993 4.39972 70.1964
56.23 -4.64017 -2.37148 4.40134 70.2174
56.24 -4.66388 -2.23228 4.40296 70.2385
56.25 -4.68621 -2.09236 4.40458 70.2596
56.26 -4.70713 -1.95177 4.4062 70.2806
56.27 -4.72665 -1.81056 4.40782 70.3017
56.28 -4.74475 -1.66876 4.40945 70.3228
56.29 -4.76144 -1.52642 4.41107 70.3439
56.3 -4.7767 -1.38357 4.41269 70.365
56.31 -4.79054 -1.24027 4.41432 70.3861
56.32 -4.80294 -1.09656 4.41594 70.4072
56.33 -4.81391 -0.952468 4.41757 70.4284
56.34 -4.82343 -0.808051 4.41919 70.4495
56.35 -4.83151 -0.663348 4.42082 70.4706
56.36 -4.83815 -0.518402 4.42244 70.4918
56.37 -4.84333 -0.373258 4.42407 70.5129
56.38 -4.84706 -0.227958 4.4257 70.5341
56.39 -4.84934 -0.082546 4.42732 70.5552
56.4 -4.85017 0.0629343 4.42895 70.5764
56.41 -4.84954 0.208439 4.43058 70.5976
56.42 -4.84746 0.353926 4.43221 70.6187
56.43 -4.84392 0.499349 4.43384 70.6399
56.44 -4.83892 0.644667 4.43547 70.6611
56.45 -4.83248 0.789834 4.4371 70.6823
56.46 -4.82458 0.934809 4.43873 70.7035
56.47 -4.81523 1.07955 4.44036 70.7247
56.48 -4.80443 1.224 4.442 70.7459
56.49 -4.79219 1.36814 4.44363 70.7672
56.5 -4.77851 1.5119 4.44526 70.7884
56.51 -4.76339 1.65526 4.4469 70.8096
56.52 -4.74684 1.79816 4.44853 70.8309
56.53 -4.72886 1.94056 4.45016 70.8521
56.54 -4.70945 2.08243 4.4518 70.8734
56.55 -4.68863 2.22371 4.45343 70.8946
56.56 -4.66639 2.36437 4.45507 70.9159
56.57 -4.64275 2.50436 4.45671 70.9372
56.58 -4.61771 2.64365 4.45834 70.9585
56.59 -4.59127 2.78218 4.45998 70.9798
56.6 -4.56345 2.91992 4.46162 71.0011
56.61 -4.53425 3.05682 4.46326 71.0224
56.62 -4.50368 3.19285 4.4649 71.0437
56.63 -4.47175 3.32796 4.46654 71.065
56.64 -4.43847 3.46211 4.46818 71.0863
56.65 -4.40385 3.59526 4.46982 71.1076
56.66 -4.3679 3.72738 4.47146 71.129
56.67 -4.33062 3.85842 4.4731 71.1503
56.68 -4.29204 3.98834 4.47474 71.1716
56.69 -4.25216 4.1171 4.47638 71.193
56.7 -4.21099 4.24466 4.47803 71.2143
56.71 -4.16854 4.37099 4.47967 71.2357
56.72 -4.12483 4.49605 4.48131 71.2571
56.73 -4.07987 4.61979 4.48296 71.2785
56.74 -4.03367 4.74219 4.4846 71.2998
56.75 -3.98625 4.8632 4.48625 71.3212
56.76 -3.93762 4.98279 4.48789 71.3426
56.77 -3.88779 5.10091 4.48954 71.364
56.78 -3.83678 5.21755 4.49119 71.3854
56.79 -3.7846 5.33265 4.49283 71.4069
56.8 -3.73128 5.44619 4.49448 71.4283
56.81 -3.67682 5.55813 4.49613 71.4497
56.82 -3.62123 5.66843 4.49778 71.4711
56.83 -3.56455 5.77707 4.49943 71.4926
56.84 -3.50678 5.88401 4.50108 71.514
56.85 -3.44794 5.98921 4.50273 71.5355
56.86 -3.38805 6.09265 4.50438 71.5569
56.87 -3.32712 6.19429 4.50603 71.5784
56.88 -3.26518 6.2941 4.50768 71.5999
56.89 -3.20224 6.39206 4.50934 71.6214
56.9 -3.13832 6.48812 4.51099 71.6429
56.91 -3.07344 6.58227 4.51264 71.6643
56.92 -3.00761 6.67448 4.5143 71.6858
56.93 -2.94087 6.76471 4.51595 71.7073
56.94 -2.87322 6.85293 4.5176 71.7289
56.95 -2.80469 6.93913 4.51926 71.7504
56.96 -2.7353 7.02327 4.52092 71.7719
56.97 -2.66507 7.10533 4.52257 71.7934
56.98 -2.59401 7.18528 4.52423 71.815
56.99 -2.52216 7.2631 4.52589 71.8365
57 -2.44953 7.33876 4.52754 71.8581
57.01 -2.37614 7.41225 4.5292 71.8796
57.02 -2.30202 7.48354 4.53086 71.9012
57.03 -2.22718 7.5526 4.53252 71.9228
57.04 -2.15166 7.61941 4.53418 71.9443
57.05 -2.07546 7.68396 4.53584 71.9659
57.06 -1.99863 7.74623 4.5375 71.9875
57.07 -1.92116 7.80618 4.53916 72.0091
57.08 -1.8431 7.86382 4.54082 72.0307
57.09 -1.76446 7.91911 4.54249 72.0523
57.1 -1.68527 7.97205 4.54415 72.0739
57.11 -1.60555 8.0226 4.54581 72.0956
57.12 -1.52533 8.07077 4.54748 72.1172
57.13 -1.44462 8.11653 4.54914 72.1388
57.14 -1.36345 8.15987 4.5508 72.1605
57.15 -1.28185 8.20077 4.55247 72.1821
57.16 -1.19985 8.23923 4.55414 72.2038
57.17 -1.11745 8.27522 4.5558 72.2254
57.18 -1.0347 8.30875 4.55747 72.2471
57.19 -0.951614 8.33979 4.55914 72.2688
57.2 -0.868216 8.36834 4.5608 72.2904
57.21 -0.784533 8.39438 4.56247 72.3121
57.22 -0.700589 8.41792 4.56414 72.3338
57.23 -0.61641 8.43894 4.56581 72.3555
57.24 -0.53202 8.45743 4.56748 72.3772
57.25 -0.447446 8.47339 4.56915 72.3989
57.26 -0.362712 8.48681 4.57082 72.4207
57.27 -0.277844 8.49769 4.57249 72.4424
57.28 -0.192867 8.50603 4.57416 72.4641
57.29 -0.107807 8.51182 4.57584 72.4859
57.3 -0.0226887 8.51505 4.57751 72.5076
57.31 0.0624618 8.51573 4.57918 72.5294
57.32 0.147619 8.51386 4.58086 72.5511
57.33 0.232758 8.50943 4.58253 72.5729
57.34 0.317852 8.50245 4.5842 72.5947
57.35 0.402876 8.49291 4.58588 72.6164
57.36 0.487806 8.48082 4.58756 72.6382
57.37 0.572614 8.46619 4.58923 72.66
57.38 0.657276 8.44901 4.59091 72.6818
57.39 0.741766 8.42929 4.59259 72.7036
57.4 0.826059 8.40704 4.59426 72.7254
57.41 0.910129 8.38226 4.59594 72.7472
57.42 0.993952 8.35495 4.59762 72.7691
57.43 1.0775 8.32514 4.5993 72.7909
57.44 1.16075 8.29281 4.60098 72.8127
57.45 1.24368 8.25799 4.60266 72.8346
57.46 1.32626 8.22068 4.60434 72.8564
57.47 1.40847 8.18089 4.60602 72.8783
57.48 1.49028 8.13864 4.6077 72.9002
57.49 1.57166 8.09393 4.60939 72.922
57.5 1.6526 8.04678 4.61107 72.9439
57.51 1.73307 7.9972 4.61275 72.9658
57.52 1.81304 7.94521 4.61444 72.9877
57.53 1.89249 7.89082 4.61612 73.0096
57.54 1.9714 7.83404 4.61781 73.0315
57.55 2.04974 7.7749 4.61949 73.0534
57.56 2.12749 7.71341 4.62118 73.0753
57.57 2.20463 7.64958 4.62286 73.0972
57.58 2.28112 7.58344 4.62455 73.1191
57.59 2.35696 7.51501 4.62624 73.1411
57.6 2.43211 7.4443 4.62793 73.163
57.61 2.50655 7.37134 4.62961 73.185
57.62 2.58026 7.29614 4.6313 73.2069
57.63 2.65322 7.21873 4.63299 73.2289
57.64 2.72541 7.13914 4.63468 73.2509
57.65 2.7968 7.05737 4.63637 73.2728
57.66 2.86738 6.97347 4.63806 73.2948
57.67 2.93711 6.88745 4.63975 73.3168
57.68 3.00599 6.79934 4.64145 73.3388
57.69 3.07398 6.70916 4.64314 73.3608
57.7 3.14107 6.61694 4.64483 73.3828
57.71 3.20724 6.5227 4.64653 73.4048
57.72 3.27247 6.42649 4.64822 73.4268
57.73 3.33673 6.32831 4.64991 73.4489
57.74 3.40001 6.22821 4.65161 73.4709
57.75 3.4623 6.12621 4.6533 73.493
57.76 3.52356 6.02234 4.655 73.515
57.77 3.58378 5.91664 4.6567 73.5371
57.78 3.64295 5.80912 4.65839 73.5591
57.79 3.70104 5.69983 4.66009 73.5812
57.8 3.75804 5.5888 4.66179 73.6033
57.81 3.81393 5.47606 4.66349 73.6253
57.82 3.86869 5.36164 4.66519 73.6474
57.83 3.9223 5.24558 4.66689 73.6695
57.84 3.97476 5.12791 4.66859 73.6916
57.85 4.02604 5.00867 4.67029 73.7137
57.86 4.07612 4.88789 4.67199 73.7358
57.87 4.125 4.76561 4.67369 73.758
57.88 4.17266 4.64186 4.67539 73.7801
57.89 4.21908 4.51668 4.67709 73.8022
57.9 4.26424 4.3901 4.6788 73.8244
57.91 4.30815 4.26218 4.6805 73.8465
57.92 4.35077 4.13293 4.68221 73.8687
57.93 4.3921 4.00241 4.68391 73.8908
57.94 4.43212 3.87065 4.68562 73.913
57.95 4.47083 3.73768 4.68732 73.9352
57.96 4.5082 3.60356 4.68903 73.9574
57.97 4.54424 3.46831 4.69073 73.9795
57.98 4.57892 3.33198 4.69244 74.0017
57.99 4.61224 3.19462 4.69415 74.0239
58 4.64419 3.05625 4.69586 74.0461
58.01 4.67475 2.91692 4.69757 74.0684
58.02 4.70392 2.77668 4.69927 74.0906
58.03 4.73169 2.63556 4.70098 74.1128
58.04 4.75804 2.49361 4.7027 74.135
58.05 4.78298 2.35087 4.70441 74.1573
58.06 4.80649 2.20738 4.70612 74.1795
58.07 4.82856 2.06319 4.70783 74.2018
58.08 4.84919 1.91833 4.70954 74.224
58.09 4.86838 1.77285 4.71125 74.2463
58.1 4.88611 1.6268 4.71297 74.2686
58.11 4.90237 1.48022 4.71468 74.2909
58.12 4.91718 1.33315 4.7164 74.3131
58.13 4.93051 1.18563 4.71811 74.3354
58.14 4.94236 1.03772 4.71983 74.3577
58.15 4.95274 0.889448 4.72154 74.38
58.16 4.96164 0.740866 4.72326 74.4024
58.17 4.96904 0.592017 4.72498 74.4247
58.18 4.97496 0.442945 4.72669 74.447
58.19 4.97939 0.293696 4.72841 74.4693
58.2 4.98233 0.144314 4.73013 74.4917
58.21 4.98377 -0.00515546 4.73185 74.514
58.22 4.98372 -0.154669 4.73357 74.5364
58.23 4.98218 -0.30418 4.73529 74.5587
58.24 4.97913 -0.453646 4.73701 74.5811
58.25 4.9746 -0.60302 4.73873 74.6035
58.26 4.96857 -0.752258 4.74045 74.6259
58.27 4.96104 -0.901315 4.74217 74.6483
58.28 4.95203 -1.05015 4.7439 74.6707
58.29 4.94153 -1.19871 4.74562 74.6931
58.3 4.92954 -1.34695 4.74734 74.7155
58.31 4.91607 -1.49484 4.74907 74.7379
58.32 4.90113 -1.64232 4.75079 74.7603
58.33 4.8847 -1.78935 4.75252 74.7827
58.34 4.86681 -1.9359 4.75424 74.8052
58.35 4.84745 -2.0819 4.75597 74.8276
58.36 4.82663 -2.22732 4.7577 74.8501
58.37 4.80436 -2.37212 4.75942 74.8725
58.38 4.78064 -2.51625 4.76115 74.895
58.39 4.75547 -2.65967 4.76288 74.9174
58.4 4.72888 -2.80234 4.76461 74.9399
58.41 4.70085 -2.9442 4.76634 74.9624
58.42 4.67141 -3.08523 4.76807 74.9849
58.43 4.64056 -3.22537 4.7698 75.0074
58.44 4.60831 -3.36459 4.77153 75.0299
58.45 4.57466 -3.50284 4.77326 75.0524
58.46 4.53963 -3.64008 4.77499 75.0749
58.47 4.50323 -3.77627 4.77673 75.0974
58.48 4.46547 -3.91136 4.77846 75.12
58.49 4.42635 -4.04533 4.78019 75.1425
58.5 4.3859 -4.17812 4.78193 75.165
58.51 4.34412 -4.30969 4.78366 75.1876
58.52 4.30102 -4.44002 4.7854 75.2101
58.53 4.25662 -4.56905 4.78713 75.2327
58.54 4.21093 -4.69675 4.78887 75.2553
58.55 4.16396 -4.82307 4.7906 75.2779
58.56 4.11573 -4.94799 4.79234 75.3004
58.57 4.06625 -5.07147 4.79408 75.323
58.58 4.01554 -5.19345 4.79582 75.3456
58.59 3.9636 -5.31392 4.79756 75.3682
58.6 3.91047 -5.43283 4.79929 75.3908
58.61 3.85614 -5.55014 4.80103 75.4135
58.62 3.80064 -5.66583 4.80278 75.4361
58.63 3.74398 -5.77984 4.80452 75.4587
58.64 3.68618 -5.89216 4.80626 75.4813
58.65 3.62726 -6.00275 4.808 75.504
58.66 3.56723 -6.11157 4.80974 75.5266
58.67 3.50611 -6.21858 4.81148 75.5493
58.68 3.44393 -6.32377 4.81323 75.572
58.69 3.38069 -6.42709 4.81497 75.5946
58.7 3.31642 -6.52851 4.81672 75.6173
58.71 3.25113 -6.628 4.81846 75.64
58.72 3.18485 -6.72553 4.82021 75.6627
58.73 3.1176 -6.82108 4.82195 75.6854
58.74 3.04939 -6.91461 4.8237 75.7081
58.75 2.98024 -7.00609 4.82545 75.7308
58.76 2.91018 -7.0955 4.82719 75.7535
58.77 2.83923 -7.1828 4.82894 75.7763
58.78 2.7674 -7.26798 4.83069 75.799
58.79 2.69472 -7.351 4.83244 75.8217
58.8 2.62121 -7.43184 4.83419 75.8445
58.81 2.54689 -7.51048 4.83594 75.8672
58.82 2.47179 -7.58688 4.83769 75.89
58.83 2.39592 -7.66104 4.83944 75.9128
58.84 2.31931 -7.73292 4.84119 75.9355
58.85 2.24198 -7.80249 4.84295 75.9583
58.86 2.16395 -7.86975 4.8447 75.9811
58.87 2.08525 -7.93467 4.84645 76.0039
58.88 2.00591 -7.99723 4.84821 76.0267
58.89 1.92594 -8.05741 4.84996 76.0495
58.9 1.84536 -8.11519 4.85172 76.0723
58.91 1.76421 -8.17055 4.85347 76.0951
58.92 1.6825 -8.22347 4.85523 76.118
58.93 1.60027 -8.27395 4.85698 76.1408
58.94 1.51753 -8.32196 4.85874 76.1636
58.95 1.43431 -8.36748 4.8605 76.1865
58.96 1.35064 -8.41051 4.86226 76.2093
58.97 1.26653 -8.45103 4.86402 76.2322
58.98 1.18202 -8.48903 4.86578 76.2551
58.99 1.09713 -8.52449 4.86753 76.278
59 1.01189 -8.5574 4.8693 76.3008
59.01 0.926311 -8.58776 4.87106 76.3237
59.02 0.840434 -8.61555 4.87282 76.3466
59.03 0.754278 -8.64076 4.87458 76.3695
59.04 0.667871 -8.66339 4.87634 76.3924
59.05 0.581237 -8.68342 4.8781 76.4154
59.06 0.494403 -8.70086 4.87987 76.4383
59.07 0.407394 -8.71569 4.88163 76.4612
59.08 0.320237 -8.72791 4.8834 76.4842
59.09 0.232958 -8.73752 4.88516 76.5071
59.1 0.145583 -8.74451 4.88693 76.53
59.11 0.0581375 -8.74888 4.88869 76.553
59.12 -0.0293512 -8.75062 4.89046 76.576
59.13 -0.116857 -8.74974 4.89223 76.5989
59.14 -0.204355 -8.74624 4.89399 76.6219
59.15 -0.291817 -8.74011 4.89576 76.6449
59.16 -0.379218 -8.73135 4.89753 76.6679
59.17 -0.466532 -8.71997 4.8993 76.6909
59.18 -0.553732 -8.70598 4.90107 76.7139
59.19 -0.640791 -8.68937 4.90284 76.7369
59.2 -0.727685 -8.67014 4.90461 76.7599
59.21 -0.814386 -8.64831 4.90638 76.783
59.22 -0.90087 -8.62388 4.90815 76.806
59.23 -0.987108 -8.59685 4.90993 76.8291
59.24 -1.07308 -8.56724 4.9117 76.8521
59.25 -1.15875 -8.53505 4.91347 76.8752
59.26 -1.2441 -8.50029 4.91525 76.8982
59.27 -1.3291 -8.46296 4.91702 76.9213
59.28 -1.41373 -8.42309 4.9188 76.9444
59.29 -1.49796 -8.38068 4.92057 76.9675
59.3 -1.58177 -8.33574 4.92235 76.9905
59.31 -1.66513 -8.28829 4.92413 77.0136
59.32 -1.74801 -8.23833 4.9259 77.0367
59.33 -1.83039 -8.18589 4.92768 77.0599
59.34 -1.91225 -8.13098 4.92946 77.083
59.35 -1.99356 -8.07361 4.93124 77.1061
59.36 -2.0743 -8.01381 4.93302 77.1292
59.37 -2.15444 -7.95158 4.9348 77.1524
59.38 -2.23395 -7.88694 4.93658 77.1755
59.39 -2.31282 -7.81993 4.93836 77.1987
59.4 -2.39102 -7.75054 4.94014 77.2218
59.41 -2.46853 -7.67881 4.94192 77.245
59.42 -2.54531 -7.60475 4.9437 77.2682
59.43 -2.62136 -7.52839 4.94549 77.2913
59.44 -2.69665 -7.44975 4.94727 77.3145
59.45 -2.77114 -7.36885 4.94906 77.3377
59.46 -2.84483 -7.28572 4.95084 77.3609
59.47 -2.91769 -7.20038 4.95263 77.3841
59.48 -2.98969 -7.11284 4.95441 77.4074
59.49 -3.06082 -7.02315 4.9562 77.4306
59.5 -3.13105 -6.93133 4.95798 77.4538
59.51 -3.20037 -6.8374 4.95977 77.477
59.52 -3.26874 -6.74139 4.96156 77.5003
59.53 -3.33615 -6.64332 4.96335 77.5235
59.54 -3.40259 -6.54324 4.96514 77.5468
59.55 -3.46802 -6.44116 4.96693 77.5701
59.56 -3.53243 -6.33712 4.96872 77.5933
59.57 -3.5958 -6.23115 4.97051 77.6166
59.58 -3.65811 -6.12327 4.9723 77.6399
59.59 -3.71935 -6.01353 4.97409 77.6632
59.6 -3.77948 -5.90195 4.97588 77.6865
59.61 -3.8385 -5.78857 4.97768 77.7098
59.62 -3.89639 -5.67341 4.97947 77.7331
59.63 -3.95312 -5.55652 4.98126 77.7564
59.64 -4.00869 -5.43793 4.98306 77.7797
59.65 -4.06307 -5.31767 4.98485 77.8031
59.66 -4.11624 -5.19577 4.98665 77.8264
59.67 -4.1682 -5.07229 4.98844 77.8498
59.68 -4.21892 -4.94724 4.99024 77.8731
59.69 -4.2684 -4.82067 4.99204 77.8965
59.7 -4.3166 -4.69262 4.99383 77.9199
59.71 -4.36353 -4.56312 4.99563 77.9432
59.72 -4.40916 -4.43222 4.99743 77.9666
59.73 -4.45348 -4.29994 4.99923 77.99
59.74 -4.49648 -4.16634 5.00103 78.0134
59.75 -4.53814 -4.03144 5.00283 78.0368
59.76 -4.57846 -3.8953 5.00463 78.0602
59.77 -4.61741 -3.75794 5.00643 78.0836
59.78 -4.65499 -3.61942 5.00824 78.1071
59.79 -4.69119 -3.47977 5.01004 78.1305
59.8 -4.72598 -3.33904 5.01184 78.1539
59.81 -4.75937 -3.19726 5.01364 78.1774
59.82 -4.79135 -3.05448 5.01545 78.2008
59.83 -4.82189 -2.91074 5.01725 78.2243
59.84 -4.851 -2.76608 5.01906 78.2478
59.85 -4.87866 -2.62055 5.02086 78.2712
59.86 -4.90486 -2.47419 5.02267 78.2947
59.87 -4.92961 -2.32704 5.02448 78.3182
59.88 -4.95288 -2.17916 5.02628 78.3417
59.89 -4.97467 -2.03057 5.02809 78.3652
59.9 -4.99497 -1.88133 5.0299 78.3887
59.91 -5.01379 -1.73148 5.03171 78.4122
59.92 -5.0311 -1.58107 5.03352 78.4357
59.93 -5.04691 -1.43013 5.03533 78.4593
59.94 -5.06121 -1.27873 5.03714 78.4828
59.95 -5.074 -1.12689 5.03895 78.5064
59.96 -5.08527 -0.974669 5.04076 78.5299
59.97 -5.09502 -0.822111 5.04257 78.5535
59.98 -5.10324 -0.669261 5.04439 78.577
59.99 -5.10993 -0.516164 5.0462 78.6006
60 -5.11509 -0.362866 5.04801 78.6242
60.01 -5.11872 -0.209413 5.04983 78.6478
60.02 -5.12082 -0.0558512 5.05164 78.6714
60.03 -5.12137 0.0977733 5.05346 78.695
60.04 -5.1204 0.251415 5.05528 78.7186
60.05 -5.11788 0.405026 5.05709 78.7422
60.06 -5.11383 0.558563 5.05891 78.7658
60.07 -5.10825 0.711978 5.06073 78.7894
60.08 -5.10113 0.865225 5.06255 78.8131
60.09 -5.09247 1.01826 5.06436 78.8367
60.1 -5.08229 1.17103 5.06618 78.8604
60.11 -5.07058 1.3235 5.068 78.884
60.12 -5.05735 1.47562 5.06982 78.9077
60.13 -5.04259 1.62734 5.07164 78.9314
60.14 -5.02632 1.77862 5.07347 78.9551
60.15 -5.00853 1.92941 5.07529 78.9787
60.16 -4.98924 2.07966 5.07711 79.0024
60.17 -4.96844 2.22934 5.07893 79.0261
60.18 -4.94615 2.37839 5.08076 79.0498
60.19 -4.92236 2.52678 5.08258 79.0736
60.2 -4.89709 2.67445 5.08441 79.0973
60.21 -4.87035 2.82136 5.08623 79.121
60.22 -4.84214 2.96747 5.08806 79.1447
60.23 -4.81246 3.11274 5.08988 79.1685
60.24 -4.78133 3.25711 5.09171 79.1922
60.25 -4.74876 3.40055 5.09354 79.216
60.26 -4.71476 3.54301 5.09537 79.2398
60.27 -4.67933 3.68446 5.0972 79.2635
60.28 -4.64248 3.82484 5.09902 79.2873
60.29 -4.60423 3.96411 5.10085 79.3111
60.3 -4.56459 4.10224 5.10268 79.3349
60.31 -4.52357 4.23917 5.10451 79.3587
60.32 -4.48118 4.37488 5.10635 79.3825
60.33 -4.43743 4.50932 5.10818 79.4063
60.34 -4.39234 4.64244 5.11001 79.4301
60.35 -4.34591 4.77421 5.11184 79.454
60.36 -4.29817 4.90459 5.11368 79.4778
60.37 -4.24913 5.03353 5.11551 79.5016
60.38 -4.19879 5.16101 5.11735 79.5255
60.39 -4.14718 5.28697 5.11918 79.5494
60.4 -4.09431 5.41139 5.12102 79.5732
60.41 -4.0402 5.53421 5.12285 79.5971
60.42 -3.98485 5.65542 5.12469 79.621
60.43 -3.9283 5.77497 5.12653 79.6449
60.44 -3.87055 5.89282 5.12837 79.6688
60.45 -3.81162 6.00893 5.1302 79.6927
60.46 -3.75153 6.12328 5.13204 79.7166
60.47 -3.6903 6.23583 5.13388 79.7405
60.48 -3.62794 6.34654 5.13572 79.7644
60.49 -3.56448 6.45537 5.13756 79.7883
60.5 -3.49992 6.56231 5.1394 79.8123
60.51 -3.4343 6.66731 5.14125 79.8362
60.52 -3.36763 6.77033 5.14309 79.8602
60.53 -3.29992 6.87136 5.14493 79.8841
60.54 -3.23121 6.97036 5.14678 79.9081
60.55 -3.16151 7.0673 5.14862 79.9321
60.56 -3.09083 7.16214 5.15046 79.956
60.57 -3.01921 7.25487 5.15231 79.98
60.58 -2.94666 7.34544 5.15415 80.004
60.59 -2.87321 7.43384 5.156 80.028
60.6 -2.79887 7.52004 5.15785 80.052
60.61 -2.72367 7.60401 5.1597 80.076
60.62 -2.64763 7.68572 5.16154 80.1001
60.63 -2.57077 7.76515 5.16339 80.1241
60.64 -2.49312 7.84227 5.16524 80.1481
60.65 -2.4147 7.91706 5.16709 80.1722
60.66 -2.33553 7.9895 5.16894 80.1962
60.67 -2.25563 8.05957 5.17079 80.2203
60.68 -2.17504 8.12724 5.17264 80.2443
60.69 -2.09376 8.19249 5.17449 80.2684
60.7 -2.01184 8.2553 5.17635 80.2925
60.71 -1.92929 8.31566 5.1782 80.3166
60.72 -1.84613 8.37354 5.18005 80.3407
60.73 -1.76239 8.42892 5.18191 80.3648
60.74 -1.67811 8.48179 5.18376 80.3889
60.75 -1.59329 8.53213 5.18562 80.413
60.76 -1.50797 8.57993 5.18747 80.4371
60.77 -1.42217 8.62517 5.18933 80.4613
60.78 -1.33592 8.66784 5.19119 80.4854
60.79 -1.24924 8.70791 5.19304 80.5096
60.8 -1.16216 8.74539 5.1949 80.5337
60.81 -1.0747 8.78026 5.19676 80.5579
60.82 -0.986901 8.8125 5.19862 80.582
60.83 -0.898776 8.8421 5.20048 80.6062
60.84 -0.810355 8.86907 5.20234 80.6304
60.85 -0.721664 8.89338 5.2042 80.6546
60.86 -0.632731 8.91503 5.20606 80.6788
60.87 -0.54358 8.93401 5.20792 80.703
60.88 -0.45424 8.95032 5.20978 80.7272
60.89 -0.364737 8.96394 5.21165 80.7514
60.9 -0.275098 8.97489 5.21351 80.7756
60.91 -0.185349 8.98314 5.21537 80.7999
60.92 -0.0955174 8.9887 5.21724 80.8241
60.93 -0.00563035 8.99157 5.2191 80.8484
60.94 0.0842853 8.99173 5.22097 80.8726
60.95 0.174203 8.98921 5.22284 80.8969
60.96 0.264095 8.98398 5.2247 80.9211
60.97 0.353935 8.97606 5.22657 80.9454
60.98 0.443695 8.96544 5.22844 80.9697
60.99 0.533349 8.95213 5.23031 80.994
61 0.622871 8.93613 5.23218 81.0183
61.01 0.712232 8.91744 5.23405 81.0426
61.02 0.801406 8.89607 5.23592 81.0669
61.03 0.890367 8.87203 5.23779 81.0912
61.04 0.979088 8.84532 5.23966 81.1156
61.05 1.06754 8.81595 5.24153 81.1399
61.06 1.1557 8.78392 5.2434 81.1642
61.07 1.24354 8.74925 5.24528 81.1886
61.08 1.33103 8.71195 5.24715 81.2129
61.09 1.41815 8.67201 5.24902 81.2373
61.1 1.50487 8.62947 5.2509 81.2617
61.11 1.59117 8.58432 5.25277 81.2861
61.12 1.67701 8.53659 5.25465 81.3104
61.13 1.76238 8.48628 5.25653 81.3348
61.14 1.84724 8.43341 5.2584 81.3592
61.15 1.93157 8.37799 5.26028 81.3836
61.16 2.01535 8.32004 5.26216 81.4081
61.17 2.09855 8.25958 5.26404 81.4325
61.18 2.18115 8.19663 5.26592 81.4569
61.19 2.26311 8.13119 5.2678 81.4813
61.2 2.34443 8.0633 5.26968 81.5058
61.21 2.42506 7.99297 5.27156 81.5302
61.22 2.50499 7.92021 5.27344 81.5547
61.23 2.58419 7.84506 5.27532 81.5792
61.24 2.66264 7.76754 5.2772 81.6036
61.25 2.74032 7.68766 5.27909 81.6281
61.26 2.81719 7.60545 5.28097 81.6526
61.27 2.89325 7.52093 5.28285 81.6771
61.28 2.96846 7.43414 5.28474 81.7016
61.29 3.0428 7.34508 5.28662 81.7261
61.3 3.11625 7.2538 5.28851 81.7506
61.31 3.18879 7.16031 5.2904 81.7752
61.32 3.26039 7.06465 5.29228 81.7997
61.33 3.33104 6.96684 5.29417 81.8242
61.34 3.40071 6.8669 5.29606 81.8488
61.35 3.46938 6.76488 5.29795 81.8733
61.36 3.53702 6.6608 5.29984 81.8979
61.37 3.60363 6.55469 5.30173 81.9225
61.38 3.66918 6.44658 5.30362 81.947
61.39 3.73364 6.33651 5.30551 81.9716
61.4 3.79701 6.2245 5.3074 81.9962
61.41 3.85925 6.11059 5.30929 82.0208
61.42 3.92036 5.99481 5.31119 82.0454
61.43 3.98031 5.8772 5.31308 82.07
61.44 4.03908 5.75779 5.31497 82.0947
61.45 4.09666 5.63662 5.31687 82.1193
61.46 4.15302 5.51372 5.31876 82.1439
61.47 4.20816 5.38913 5.32066 82.1686
61.48 4.26205 5.26288 5.32255 82.1932
61.49 4.31468 5.13502 5.32445 82.2179
